label,word,coordinates
relevant,10,"(395.3800048828125, 305.05999755859375, 404.50152587890625, 314.05999755859375)"
relevant,1718,"(481.5400085449219, 305.05999755859375, 506.6184997558594, 314.05999755859375)"
relevant,strategize,"(157.6999969482422, 340.82000732421875, 193.48904418945312, 349.82000732421875)"
relevant,24365,"(195.4820098876953, 340.82000732421875, 221.76954650878906, 349.82000732421875)"
relevant,eyeballs,"(223.80502319335938, 340.82000732421875, 253.4880828857422, 349.82000732421875)"
relevant,31304,"(320.7099914550781, 340.82000732421875, 345.7914733886719, 349.82000732421875)"
relevant,2,"(395.3800048828125, 340.82000732421875, 399.9415283203125, 349.82000732421875)"
relevant,62608,"(481.5400085449219, 340.82000732421875, 511.1814880371094, 349.82000732421875)"
relevant,synthesize,"(157.6999969482422, 376.58001708984375, 195.7660369873047, 385.58001708984375)"
relevant,bestofbreed,"(197.75900268554688, 376.58001708984375, 248.12351989746094, 385.58001708984375)"
relevant,architectures,"(250.1090087890625, 376.58001708984375, 298.36810302734375, 385.58001708984375)"
relevant,42315,"(320.7099914550781, 376.58001708984375, 345.7914733886719, 385.58001708984375)"
relevant,9,"(395.3800048828125, 376.58001708984375, 399.9415283203125, 385.58001708984375)"
relevant,380835,"(481.5400085449219, 376.58001708984375, 515.7445068359375, 385.58001708984375)"
irrelevant,sub,"(417.1000061035156, 443.32000732421875, 431.8505554199219, 452.32000732421875)"
irrelevant,total,"(432.4599914550781, 443.32000732421875, 456.250732421875, 452.32000732421875)"
irrelevant,tax,"(417.1000061035156, 455.5600280761719, 430.89739990234375, 464.5600280761719)"
irrelevant,total,"(417.1000061035156, 468.1600036621094, 446.60198974609375, 480.5530090332031)"
relevant,511041,"(473.3800048828125, 443.20001220703125, 502.28643798828125, 452.20001220703125)"
relevant,69192,"(477.94000244140625, 455.8000183105469, 502.4094543457031, 464.8000183105469)"
relevant,580233,"(476.8599853515625, 469.0, 508.88201904296875, 481.39300537109375)"
irrelevant,payment,"(178.3699951171875, 509.9200439453125, 214.90371704101562, 518.9200439453125)"
irrelevant,by,"(216.77000427246094, 509.9200439453125, 226.07574462890625, 518.9200439453125)"
irrelevant,bank,"(227.80999755859375, 509.9200439453125, 248.32577514648438, 518.9200439453125)"
irrelevant,transfer,"(250.1300048828125, 509.9200439453125, 287.1737976074219, 518.9200439453125)"
irrelevant,name,"(178.3699951171875, 521.6800537109375, 202.52218627929688, 530.6800537109375)"
irrelevant,bailey,"(204.52398681640625, 521.6800537109375, 226.34573364257812, 530.6800537109375)"
irrelevant,dupont,"(228.38299560546875, 521.6800537109375, 255.86866760253906, 530.6800537109375)"
irrelevant,number,"(257.92999267578125, 521.6800537109375, 290.4611511230469, 530.6800537109375)"
irrelevant,0123,"(291.9100036621094, 521.6800537109375, 310.26849365234375, 530.6800537109375)"
irrelevant,4567,"(178.3699951171875, 531.1600341796875, 196.61151123046875, 540.1600341796875)"
irrelevant,8901,"(198.0500030517578, 531.1600341796875, 216.29151916503906, 540.1600341796875)"
irrelevant,please,"(178.3699951171875, 544.47998046875, 201.81103515625, 553.47998046875)"
irrelevant,pay,"(203.57000732421875, 544.47998046875, 216.63475036621094, 553.47998046875)"
irrelevant,within,"(218.4499969482422, 544.47998046875, 241.52052307128906, 553.47998046875)"
relevant,57,"(243.2899932861328, 544.47998046875, 252.41151428222656, 553.47998046875)"
irrelevant,days,"(254.3300018310547, 544.47998046875, 270.3240051269531, 553.47998046875)"
irrelevant,phone,"(60.14400100708008, 616.510009765625, 86.1385498046875, 625.510009765625)"
relevant,0745059572,"(60.14400100708008, 631.75, 104.77354431152344, 640.75)"
irrelevant,web,"(60.14400100708008, 664.510009765625, 77.04550170898438, 673.510009765625)"
relevant,httpsstevensgarciabiz,"(60.14400100708008, 679.75, 154.3271026611328, 688.75)"
irrelevant,postal,"(60.14400100708008, 712.3900146484375, 88.2636947631836, 721.3900146484375)"
irrelevant,address,"(90.02400207519531, 712.3900146484375, 123.19324493408203, 721.3900146484375)"
relevant,06790,"(60.14400100708008, 724.030029296875, 82.95753479003906, 733.030029296875)"
relevant,gail,"(84.99301147460938, 724.030029296875, 99.07344055175781, 733.030029296875)"
relevant,plaza,"(101.0580062866211, 724.030029296875, 120.00303649902344, 733.030029296875)"
relevant,west,"(60.14400100708008, 733.510009765625, 79.10664367675781, 742.510009765625)"
relevant,lynn,"(81.1409912109375, 733.510009765625, 100.64859771728516, 742.510009765625)"
relevant,va,"(102.70498657226562, 733.510009765625, 113.06950378417969, 742.510009765625)"
relevant,29390,"(115.052978515625, 733.510009765625, 137.86651611328125, 742.510009765625)"
relevant,robinson,"(58.4640007019043, 56.1300048828125, 142.4327392578125, 77.1300048828125)"
relevant,brandt,"(58.4640007019043, 70.42999267578125, 115.77217102050781, 91.42999267578125)"
relevant,and,"(58.4640007019043, 84.71002197265625, 90.37120056152344, 105.71002197265625)"
relevant,lucas,"(94.94099426269531, 84.71002197265625, 141.54238891601562, 105.71002197265625)"
irrelevant,business,"(60.14400100708008, 124.42999267578125, 95.58125305175781, 133.42999267578125)"
irrelevant,code,"(97.2239990234375, 124.42999267578125, 117.22453308105469, 133.42999267578125)"
relevant,8114969,"(60.14400100708008, 139.550048828125, 92.06551361083984, 148.550048828125)"
irrelevant,invoice,"(178.3699951171875, 121.07000732421875, 209.00852966308594, 130.07000732421875)"
relevant,11501,"(216.1699981689453, 121.07000732421875, 238.4915313720703, 130.07000732421875)"
irrelevant,date,"(178.3699951171875, 171.83001708984375, 197.1735382080078, 180.83001708984375)"
relevant,20200510,"(178.3699951171875, 186.95001220703125, 220.37152099609375, 195.95001220703125)"
irrelevant,issued,"(178.3699951171875, 219.23004150390625, 204.5351104736328, 228.23004150390625)"
irrelevant,to,"(206.2100067138672, 219.23004150390625, 216.36898803710938, 228.23004150390625)"
relevant,bnunezexamplenet,"(178.3699951171875, 244.30999755859375, 257.24566650390625, 253.30999755859375)"
irrelevant,description,"(157.6999969482422, 272.300048828125, 206.89854431152344, 281.300048828125)"
irrelevant,rate,"(320.7099914550781, 272.300048828125, 339.6035461425781, 281.300048828125)"
irrelevant,qty,"(395.3800048828125, 272.300048828125, 410.3317565917969, 281.300048828125)"
irrelevant,total,"(481.5400085449219, 272.300048828125, 505.33074951171875, 281.300048828125)"
relevant,embrace,"(157.6999969482422, 283.58001708984375, 189.75404357910156, 292.58001708984375)"
relevant,bestofbreed,"(191.79200744628906, 283.58001708984375, 242.1325225830078, 292.58001708984375)"
relevant,markets,"(244.11801147460938, 283.58001708984375, 273.9180603027344, 292.58001708984375)"
relevant,10662,"(320.7099914550781, 283.58001708984375, 345.7914733886719, 292.58001708984375)"
relevant,9,"(395.3800048828125, 283.58001708984375, 399.9415283203125, 292.58001708984375)"
relevant,95958,"(481.5400085449219, 283.58001708984375, 511.1814880371094, 292.58001708984375)"
relevant,reintermediate,"(157.6999969482422, 319.34002685546875, 215.7190704345703, 328.34002685546875)"
relevant,compelling,"(217.7120361328125, 319.34002685546875, 257.80438232421875, 328.34002685546875)"
relevant,niches,"(259.8050537109375, 319.34002685546875, 283.2330627441406, 328.34002685546875)"
relevant,27823,"(320.7099914550781, 319.34002685546875, 345.7914733886719, 328.34002685546875)"
relevant,10,"(395.3800048828125, 319.34002685546875, 404.50152587890625, 328.34002685546875)"
relevant,27823,"(481.5400085449219, 319.34002685546875, 511.1814880371094, 328.34002685546875)"
relevant,engage,"(157.6999969482422, 355.1000061035156, 184.1290283203125, 364.1000061035156)"
relevant,extensible,"(186.1219940185547, 355.1000061035156, 223.58505249023438, 364.1000061035156)"
relevant,infomediaries,"(225.57801818847656, 355.1000061035156, 278.59197998046875, 364.1000061035156)"
relevant,6088,"(320.7099914550781, 355.1000061035156, 341.2284851074219, 364.1000061035156)"
relevant,8,"(395.3800048828125, 355.1000061035156, 399.9415283203125, 364.1000061035156)"
relevant,48704,"(481.5400085449219, 355.1000061035156, 511.1814880371094, 364.1000061035156)"
relevant,empower,"(157.6999969482422, 390.8600158691406, 192.85067749023438, 399.8600158691406)"
relevant,crossplatform,"(194.8879852294922, 390.8600158691406, 248.33148193359375, 399.8600158691406)"
relevant,roi,"(250.3670196533203, 390.8600158691406, 263.5335998535156, 399.8600158691406)"
relevant,31132,"(320.7099914550781, 390.8600158691406, 345.7914733886719, 399.8600158691406)"
relevant,4,"(395.3800048828125, 390.8600158691406, 399.9415283203125, 399.8600158691406)"
relevant,124528,"(481.5400085449219, 390.8600158691406, 515.7445068359375, 399.8600158691406)"
relevant,engineer,"(157.6999969482422, 426.6400146484375, 189.86270141601562, 435.6400146484375)"
relevant,collaborative,"(191.90000915527344, 426.6400146484375, 239.5421142578125, 435.6400146484375)"
relevant,portals,"(241.5350799560547, 426.6400146484375, 267.0331115722656, 435.6400146484375)"
relevant,41196,"(320.7099914550781, 426.6400146484375, 345.7914733886719, 435.6400146484375)"
relevant,10,"(395.3800048828125, 426.6400146484375, 404.50152587890625, 435.6400146484375)"
relevant,41196,"(481.5400085449219, 426.6400146484375, 511.1814880371094, 435.6400146484375)"
irrelevant,sub,"(417.1000061035156, 493.4800109863281, 431.8505554199219, 502.4800109863281)"
irrelevant,total,"(432.4599914550781, 493.4800109863281, 456.250732421875, 502.4800109863281)"
irrelevant,tax,"(417.1000061035156, 505.5999755859375, 430.89739990234375, 514.5999755859375)"
irrelevant,total,"(417.1000061035156, 518.2000122070312, 446.60198974609375, 530.593017578125)"
relevant,95938,"(473.3800048828125, 493.2400207519531, 497.8494567871094, 502.2400207519531)"
relevant,13023,"(477.94000244140625, 505.84002685546875, 502.4094543457031, 514.8400268554688)"
relevant,108961,"(476.8599853515625, 519.1600341796875, 508.88201904296875, 531.5530395507812)"
irrelevant,payment,"(178.3699951171875, 559.9600219726562, 214.90371704101562, 568.9600219726562)"
irrelevant,by,"(216.77000427246094, 559.9600219726562, 226.07574462890625, 568.9600219726562)"
irrelevant,bank,"(227.80999755859375, 559.9600219726562, 248.32577514648438, 568.9600219726562)"
irrelevant,transfer,"(250.1300048828125, 559.9600219726562, 287.1737976074219, 568.9600219726562)"
irrelevant,name,"(178.3699951171875, 571.7200317382812, 202.52218627929688, 580.7200317382812)"
irrelevant,bailey,"(204.52398681640625, 571.7200317382812, 226.34573364257812, 580.7200317382812)"
irrelevant,dupont,"(228.38299560546875, 571.7200317382812, 255.86866760253906, 580.7200317382812)"
irrelevant,number,"(257.90301513671875, 571.7200317382812, 290.4252014160156, 580.7200317382812)"
irrelevant,0123,"(291.9100036621094, 571.7200317382812, 310.26849365234375, 580.7200317382812)"
irrelevant,4567,"(178.3699951171875, 581.2000122070312, 196.61151123046875, 590.2000122070312)"
irrelevant,8901,"(198.0500030517578, 581.2000122070312, 216.29151916503906, 590.2000122070312)"
irrelevant,please,"(178.3699951171875, 594.550048828125, 201.81103515625, 603.550048828125)"
irrelevant,pay,"(203.57000732421875, 594.550048828125, 216.63475036621094, 603.550048828125)"
irrelevant,within,"(218.4499969482422, 594.550048828125, 241.52052307128906, 603.550048828125)"
relevant,54,"(243.2899932861328, 594.550048828125, 252.41151428222656, 603.550048828125)"
irrelevant,days,"(254.3300018310547, 594.550048828125, 270.3240051269531, 603.550048828125)"
irrelevant,phone,"(60.14400100708008, 666.550048828125, 86.1385498046875, 675.550048828125)"
relevant,1648963513,"(60.14400100708008, 681.7900390625, 112.7025375366211, 690.7900390625)"
irrelevant,web,"(60.14400100708008, 714.550048828125, 77.04550170898438, 723.550048828125)"
relevant,httpwwwtaylorcom,"(60.14400100708008, 729.7900390625, 147.26605224609375, 738.7900390625)"
irrelevant,postal,"(60.14400100708008, 762.4500122070312, 88.2636947631836, 771.4500122070312)"
irrelevant,address,"(90.02400207519531, 762.4500122070312, 123.19324493408203, 771.4500122070312)"
relevant,unit,"(60.14400100708008, 774.2100219726562, 75.64164733886719, 783.2100219726562)"
relevant,9588,"(77.67599487304688, 774.2100219726562, 95.92652893066406, 783.2100219726562)"
relevant,box,"(97.96200561523438, 774.2100219726562, 111.55296325683594, 783.2100219726562)"
relevant,5699,"(113.6400146484375, 774.2100219726562, 131.8905487060547, 783.2100219726562)"
relevant,dpo,"(60.14400100708008, 783.6900024414062, 76.29098510742188, 792.6900024414062)"
relevant,ae,"(78.3689956665039, 783.6900024414062, 87.92952728271484, 792.6900024414062)"
relevant,22754,"(89.99699401855469, 783.6900024414062, 112.81053161621094, 792.6900024414062)"
relevant,welch,"(58.4640007019043, 56.1300048828125, 116.98074340820312, 77.1300048828125)"
relevant,matthews,"(58.4640007019043, 70.42999267578125, 144.5243682861328, 91.42999267578125)"
relevant,and,"(58.4640007019043, 84.71002197265625, 90.38320922851562, 105.71002197265625)"
relevant,espinoza,"(58.4640007019043, 98.989990234375, 132.4890899658203, 119.989990234375)"
irrelevant,business,"(60.14400100708008, 138.83001708984375, 95.58125305175781, 147.83001708984375)"
irrelevant,code,"(97.2239990234375, 138.83001708984375, 117.22453308105469, 147.83001708984375)"
relevant,3159922,"(60.14400100708008, 153.83001708984375, 92.06551361083984, 162.83001708984375)"
irrelevant,invoice,"(178.3699951171875, 135.47003173828125, 209.00852966308594, 144.47003173828125)"
relevant,77320,"(216.1699981689453, 135.47003173828125, 238.4915313720703, 144.47003173828125)"
irrelevant,date,"(178.3699951171875, 186.11004638671875, 197.1735382080078, 195.11004638671875)"
relevant,20190114,"(178.3699951171875, 201.23004150390625, 220.37152099609375, 210.23004150390625)"
irrelevant,issued,"(178.3699951171875, 233.6300048828125, 204.5351104736328, 242.6300048828125)"
irrelevant,to,"(206.2100067138672, 233.6300048828125, 216.36898803710938, 242.6300048828125)"
relevant,bjimenezexamplenet,"(178.3699951171875, 258.6199951171875, 263.4736328125, 267.6199951171875)"
irrelevant,description,"(157.6999969482422, 286.58001708984375, 206.89854431152344, 295.58001708984375)"
irrelevant,rate,"(320.7099914550781, 286.58001708984375, 339.6035461425781, 295.58001708984375)"
irrelevant,qty,"(395.3800048828125, 286.58001708984375, 410.3317565917969, 295.58001708984375)"
irrelevant,total,"(481.5400085449219, 286.58001708984375, 505.33074951171875, 295.58001708984375)"
relevant,extend,"(157.6999969482422, 297.86004638671875, 182.93951416015625, 306.86004638671875)"
relevant,backend,"(184.9250030517578, 297.86004638671875, 218.61251831054688, 306.86004638671875)"
relevant,paradigms,"(220.7150115966797, 297.86004638671875, 258.903076171875, 306.86004638671875)"
relevant,49618,"(320.7099914550781, 297.86004638671875, 345.7914733886719, 306.86004638671875)"
relevant,1,"(395.3800048828125, 297.86004638671875, 399.9415283203125, 306.86004638671875)"
relevant,49618,"(481.5400085449219, 297.86004638671875, 511.1814880371094, 306.86004638671875)"
relevant,envisioneer,"(157.6999969482422, 333.6200256347656, 200.0507049560547, 342.6200256347656)"
relevant,rich,"(202.0880126953125, 333.6200256347656, 215.91555786132812, 342.6200256347656)"
relevant,deliverables,"(217.9010467529297, 333.6200256347656, 261.97509765625, 342.6200256347656)"
relevant,5507,"(320.7099914550781, 333.6200256347656, 341.2284851074219, 342.6200256347656)"
relevant,8,"(395.3800048828125, 333.6200256347656, 399.9415283203125, 342.6200256347656)"
relevant,44056,"(481.5400085449219, 333.6200256347656, 511.1814880371094, 342.6200256347656)"
irrelevant,sub,"(417.1000061035156, 400.46002197265625, 431.8505554199219, 409.46002197265625)"
irrelevant,total,"(432.4599914550781, 400.46002197265625, 456.250732421875, 409.46002197265625)"
irrelevant,tax,"(417.1000061035156, 412.58001708984375, 430.89739990234375, 421.58001708984375)"
irrelevant,total,"(417.1000061035156, 425.32000732421875, 446.60198974609375, 437.7130126953125)"
relevant,93674,"(473.3800048828125, 400.34002685546875, 497.8494567871094, 409.34002685546875)"
relevant,5597,"(477.94000244140625, 412.9400329589844, 497.97247314453125, 421.9400329589844)"
relevant,99271,"(476.8599853515625, 426.1600036621094, 503.9590148925781, 438.5530090332031)"
irrelevant,payment,"(178.3699951171875, 467.08001708984375, 214.90371704101562, 476.08001708984375)"
irrelevant,by,"(216.77000427246094, 467.08001708984375, 226.07574462890625, 476.08001708984375)"
irrelevant,bank,"(227.80999755859375, 467.08001708984375, 248.32577514648438, 476.08001708984375)"
irrelevant,transfer,"(250.1300048828125, 467.08001708984375, 287.1737976074219, 476.08001708984375)"
irrelevant,name,"(178.3699951171875, 478.72003173828125, 202.52218627929688, 487.72003173828125)"
irrelevant,bailey,"(204.52398681640625, 478.72003173828125, 226.34573364257812, 487.72003173828125)"
irrelevant,dupont,"(228.38299560546875, 478.72003173828125, 255.86866760253906, 487.72003173828125)"
irrelevant,number,"(257.90301513671875, 478.72003173828125, 290.4252014160156, 487.72003173828125)"
irrelevant,0123,"(291.9100036621094, 478.72003173828125, 310.26849365234375, 487.72003173828125)"
irrelevant,4567,"(178.3699951171875, 488.20001220703125, 196.61151123046875, 497.20001220703125)"
irrelevant,8901,"(198.0500030517578, 488.20001220703125, 216.29151916503906, 497.20001220703125)"
irrelevant,please,"(178.3699951171875, 501.52001953125, 201.81103515625, 510.52001953125)"
irrelevant,pay,"(203.57000732421875, 501.52001953125, 216.63475036621094, 510.52001953125)"
irrelevant,within,"(218.4499969482422, 501.52001953125, 241.52052307128906, 510.52001953125)"
relevant,46,"(243.2899932861328, 501.52001953125, 252.41151428222656, 510.52001953125)"
irrelevant,days,"(254.3300018310547, 501.52001953125, 270.3240051269531, 510.52001953125)"
irrelevant,phone,"(60.14400100708008, 573.6400146484375, 86.1385498046875, 582.6400146484375)"
relevant,9829081296x6440,"(60.14400100708008, 588.9100341796875, 130.67556762695312, 597.9100341796875)"
irrelevant,web,"(60.14400100708008, 621.550048828125, 77.04550170898438, 630.550048828125)"
relevant,httpthompsoncheninfo,"(60.14400100708008, 636.7900390625, 160.33607482910156, 645.7900390625)"
irrelevant,postal,"(60.14400100708008, 669.4300537109375, 88.2636947631836, 678.4300537109375)"
irrelevant,address,"(90.02400207519531, 669.4300537109375, 123.19324493408203, 678.4300537109375)"
relevant,5607,"(60.14400100708008, 681.1900024414062, 78.39453125, 690.1900024414062)"
relevant,fox,"(80.43000793457031, 681.1900024414062, 93.19294738769531, 690.1900024414062)"
relevant,turnpike,"(95.27999877929688, 681.1900024414062, 127.49602508544922, 690.1900024414062)"
relevant,lake,"(60.14400100708008, 690.6700439453125, 76.86203002929688, 699.6700439453125)"
relevant,amandaside,"(78.8550033569336, 690.6700439453125, 126.21760559082031, 699.6700439453125)"
relevant,nm,"(128.2740020751953, 690.6700439453125, 141.73782348632812, 699.6700439453125)"
relevant,60191,"(60.14400100708008, 700.27001953125, 82.94551849365234, 709.27001953125)"
irrelevant,shelton,"(58.4640007019043, 56.1300048828125, 129.20919799804688, 77.1300048828125)"
irrelevant,hill,"(58.4640007019043, 70.42999267578125, 85.60633087158203, 91.42999267578125)"
irrelevant,business,"(60.14400100708008, 110.1500244140625, 95.58125305175781, 119.1500244140625)"
irrelevant,code,"(97.2239990234375, 110.1500244140625, 117.22453308105469, 119.1500244140625)"
relevant,7527308,"(60.14400100708008, 125.27001953125, 92.06551361083984, 134.27001953125)"
irrelevant,invoice,"(178.3699951171875, 106.7900390625, 209.00852966308594, 115.7900390625)"
relevant,9360,"(216.1699981689453, 106.7900390625, 234.05152893066406, 115.7900390625)"
irrelevant,date,"(178.3699951171875, 157.42999267578125, 197.1735382080078, 166.42999267578125)"
relevant,20180921,"(178.3699951171875, 172.6700439453125, 220.37152099609375, 181.6700439453125)"
irrelevant,issued,"(178.3699951171875, 204.95001220703125, 204.5351104736328, 213.95001220703125)"
irrelevant,to,"(206.2100067138672, 204.95001220703125, 216.36898803710938, 213.95001220703125)"
relevant,dariuscooperexamplecom,"(178.3699951171875, 230.030029296875, 281.3194885253906, 239.030029296875)"
irrelevant,description,"(157.6999969482422, 258.02001953125, 206.89854431152344, 267.02001953125)"
irrelevant,rate,"(320.7099914550781, 258.02001953125, 339.6035461425781, 267.02001953125)"
irrelevant,qty,"(395.3800048828125, 258.02001953125, 410.3317565917969, 267.02001953125)"
irrelevant,total,"(481.5400085449219, 258.02001953125, 505.33074951171875, 267.02001953125)"
relevant,mesh,"(157.6999969482422, 269.300048828125, 177.5485076904297, 278.300048828125)"
relevant,usercentric,"(179.53399658203125, 269.300048828125, 223.20669555664062, 278.300048828125)"
relevant,functionalities,"(225.26902770996094, 269.300048828125, 277.362060546875, 278.300048828125)"
relevant,12234,"(320.7099914550781, 269.300048828125, 345.7914733886719, 278.300048828125)"
relevant,8,"(395.3800048828125, 269.300048828125, 399.9415283203125, 278.300048828125)"
relevant,97872,"(481.5400085449219, 269.300048828125, 511.1814880371094, 278.300048828125)"
relevant,extend,"(157.6999969482422, 305.05999755859375, 182.93951416015625, 314.05999755859375)"
relevant,seamless,"(184.9250030517578, 305.05999755859375, 218.07301330566406, 314.05999755859375)"
relevant,niches,"(220.0699920654297, 305.05999755859375, 243.38104248046875, 314.05999755859375)"
relevant,31584,"(320.7099914550781, 305.05999755859375, 345.7914733886719, 314.05999755859375)"
relevant,10,"(395.3800048828125, 305.05999755859375, 404.50152587890625, 314.05999755859375)"
relevant,31584,"(481.5400085449219, 305.05999755859375, 511.1814880371094, 314.05999755859375)"
relevant,integrate,"(157.6999969482422, 340.82000732421875, 191.09506225585938, 349.82000732421875)"
relevant,ebusiness,"(193.08802795410156, 340.82000732421875, 231.68104553222656, 349.82000732421875)"
relevant,methodologies,"(233.6780242919922, 340.82000732421875, 288.4080810546875, 349.82000732421875)"
relevant,15203,"(320.7099914550781, 340.82000732421875, 345.7914733886719, 349.82000732421875)"
relevant,3,"(395.3800048828125, 340.82000732421875, 399.9415283203125, 349.82000732421875)"
relevant,45609,"(481.5400085449219, 340.82000732421875, 511.1814880371094, 349.82000732421875)"
irrelevant,sub,"(417.1000061035156, 407.5400085449219, 431.8505554199219, 416.5400085449219)"
irrelevant,total,"(432.4599914550781, 407.5400085449219, 456.250732421875, 416.5400085449219)"
irrelevant,tax,"(417.1000061035156, 419.8000183105469, 430.89739990234375, 428.8000183105469)"
irrelevant,total,"(417.1000061035156, 432.4000244140625, 446.60198974609375, 444.79302978515625)"
relevant,459321,"(473.3800048828125, 407.4200134277344, 502.28643798828125, 416.4200134277344)"
relevant,86282,"(477.94000244140625, 420.0400085449219, 502.4094543457031, 429.0400085449219)"
relevant,545603,"(476.8599853515625, 433.2400207519531, 508.88201904296875, 445.6330261230469)"
irrelevant,payment,"(178.3699951171875, 474.1600341796875, 214.90371704101562, 483.1600341796875)"
irrelevant,by,"(216.77000427246094, 474.1600341796875, 226.07574462890625, 483.1600341796875)"
irrelevant,bank,"(227.80999755859375, 474.1600341796875, 248.32577514648438, 483.1600341796875)"
irrelevant,transfer,"(250.1300048828125, 474.1600341796875, 287.1737976074219, 483.1600341796875)"
irrelevant,name,"(178.3699951171875, 485.9200134277344, 202.52218627929688, 494.9200134277344)"
irrelevant,bailey,"(204.52398681640625, 485.9200134277344, 226.34573364257812, 494.9200134277344)"
irrelevant,dupont,"(228.38299560546875, 485.9200134277344, 255.86866760253906, 494.9200134277344)"
irrelevant,number,"(257.90301513671875, 485.9200134277344, 290.4252014160156, 494.9200134277344)"
irrelevant,0123,"(291.9100036621094, 485.9200134277344, 310.26849365234375, 494.9200134277344)"
irrelevant,4567,"(178.3699951171875, 495.4000244140625, 196.61151123046875, 504.4000244140625)"
irrelevant,8901,"(198.0500030517578, 495.4000244140625, 216.29151916503906, 504.4000244140625)"
irrelevant,please,"(178.3699951171875, 508.72003173828125, 201.81103515625, 517.7200317382812)"
irrelevant,pay,"(203.57000732421875, 508.72003173828125, 216.63475036621094, 517.7200317382812)"
irrelevant,within,"(218.4499969482422, 508.72003173828125, 241.52052307128906, 517.7200317382812)"
relevant,22,"(243.2899932861328, 508.72003173828125, 252.41151428222656, 517.7200317382812)"
irrelevant,days,"(254.3300018310547, 508.72003173828125, 270.3240051269531, 517.7200317382812)"
irrelevant,phone,"(60.14400100708008, 580.7200317382812, 86.1385498046875, 589.7200317382812)"
relevant,2025736044,"(60.14400100708008, 595.989990234375, 110.0655288696289, 604.989990234375)"
irrelevant,web,"(60.14400100708008, 628.75, 77.04550170898438, 637.75)"
relevant,httpssimpsonnet,"(60.14400100708008, 643.989990234375, 135.01705932617188, 652.989990234375)"
irrelevant,postal,"(60.14400100708008, 676.6300048828125, 88.2636947631836, 685.6300048828125)"
irrelevant,address,"(90.02400207519531, 676.6300048828125, 123.19324493408203, 685.6300048828125)"
relevant,38103,"(60.14400100708008, 688.3900146484375, 82.95753479003906, 697.3900146484375)"
relevant,marc,"(84.99301147460938, 688.3900146484375, 103.90966796875, 697.3900146484375)"
relevant,meadows,"(105.97200012207031, 688.3900146484375, 141.87400817871094, 697.3900146484375)"
relevant,lake,"(60.14400100708008, 697.8699951171875, 76.86203002929688, 706.8699951171875)"
relevant,jennifer,"(78.8550033569336, 697.8699951171875, 110.15261840820312, 706.8699951171875)"
relevant,al,"(112.32600402832031, 697.8699951171875, 121.26669311523438, 706.8699951171875)"
relevant,85521,"(123.35099792480469, 697.8699951171875, 146.16453552246094, 706.8699951171875)"
irrelevant,bullock,"(58.4640007019043, 56.1300048828125, 125.72920227050781, 77.1300048828125)"
irrelevant,sanders,"(58.4640007019043, 70.42999267578125, 125.5823745727539, 91.42999267578125)"
irrelevant,business,"(60.14400100708008, 110.1500244140625, 95.58125305175781, 119.1500244140625)"
