label,word,coordinates
irrelevant,description,"(152.05999755859375, 409.83642578125, 226.82272338867188, 427.0213928222656)"
irrelevant,price,"(366.6700134277344, 409.83642578125, 398.2743835449219, 427.0213928222656)"
irrelevant,amount,"(481.8999938964844, 409.83642578125, 533.270263671875, 427.0213928222656)"
relevant,1,"(80.06400299072266, 445.05401611328125, 87.00288391113281, 462.2015380859375)"
relevant,preemptive,"(153.02000427246094, 445.05401611328125, 220.43238830566406, 462.2015380859375)"
relevant,scalable,"(223.92678833007812, 445.05401611328125, 269.7283935546875, 462.2015380859375)"
relevant,middleware,"(146.05999755859375, 459.45404052734375, 209.9575653076172, 476.6015319824219)"
relevant,64400,"(369.42999267578125, 445.05401611328125, 415.5700378417969, 462.2015380859375)"
relevant,128800,"(483.2200012207031, 445.05401611328125, 533.5642700195312, 462.2015380859375)"
relevant,2,"(80.06400299072266, 482.7340087890625, 87.00288391113281, 499.88153076171875)"
relevant,sharable,"(153.02000427246094, 482.7340087890625, 203.0023651123047, 499.88153076171875)"
relevant,multistate,"(206.4718017578125, 482.7340087890625, 264.2515869140625, 499.88153076171875)"
relevant,graphic,"(146.05999755859375, 497.134033203125, 189.8148651123047, 514.2815551757812)"
relevant,interface,"(193.2843017578125, 497.134033203125, 241.94378662109375, 514.2815551757812)"
relevant,24500,"(369.42999267578125, 482.7340087890625, 415.5700378417969, 499.88153076171875)"
relevant,49000,"(483.2200012207031, 482.7340087890625, 526.862548828125, 499.88153076171875)"
irrelevant,total,"(357.30999755859375, 533.4207763671875, 408.0812683105469, 560.3549194335938)"
relevant,17780,"(478.17999267578125, 556.3108520507812, 530.7610473632812, 579.1139526367188)"
irrelevant,bank,"(78.98400115966797, 632.0199584960938, 109.68498992919922, 648.5440063476562)"
irrelevant,name,"(113.28511047363281, 632.0199584960938, 151.72384643554688, 648.5440063476562)"
irrelevant,bank,"(78.98400115966797, 653.97998046875, 108.32400512695312, 670.5040283203125)"
irrelevant,account,"(111.70800018310547, 653.97998046875, 163.70401000976562, 670.5040283203125)"
relevant,bank,"(183.2899932861328, 631.9599609375, 210.73397827148438, 648.447998046875)"
relevant,of,"(213.97398376464844, 631.9599609375, 224.01797485351562, 648.447998046875)"
relevant,america,"(227.3899688720703, 631.9599609375, 271.35797119140625, 648.447998046875)"
relevant,0123,"(183.2899932861328, 653.9199829101562, 209.97796630859375, 670.4080200195312)"
relevant,4567,"(213.34996032714844, 653.9199829101562, 240.0619354248047, 670.4080200195312)"
relevant,8901,"(243.3379364013672, 653.9199829101562, 270.02593994140625, 670.4080200195312)"
irrelevant,if,"(201.1699981689453, 713.4730224609375, 206.69886779785156, 727.1580810546875)"
irrelevant,you,"(211.85000610351562, 713.4730224609375, 227.95533752441406, 727.1580810546875)"
irrelevant,have,"(233.2100067138672, 713.4730224609375, 254.81326293945312, 727.1580810546875)"
irrelevant,any,"(260.0899963378906, 713.4730224609375, 276.10992431640625, 727.1580810546875)"
irrelevant,question,"(281.4700012207031, 713.4730224609375, 319.15863037109375, 727.1580810546875)"
irrelevant,please,"(324.42999267578125, 713.4730224609375, 353.8218994140625, 727.1580810546875)"
irrelevant,contact,"(358.989990234375, 713.4730224609375, 391.2504577636719, 727.1580810546875)"
relevant,supportreallygreatsitecom,"(237.88999938964844, 724.9930419921875, 362.6888427734375, 738.6780395507812)"
irrelevant,invoice,"(69.98400115966797, 208.81399536132812, 278.3858642578125, 275.4255065917969)"
relevant,wilson,"(438.94000244140625, 116.3407974243164, 495.69354248046875, 139.1439208984375)"
relevant,plc,"(500.5066833496094, 116.3407974243164, 535.1336059570312, 139.1439208984375)"
relevant,45716,"(451.17999267578125, 149.3090057373047, 477.56280517578125, 162.3345184326172)"
relevant,teresa,"(480.1982421875, 149.3090057373047, 509.7094421386719, 162.3345184326172)"
relevant,streets,"(512.3449096679688, 149.3090057373047, 542.3870239257812, 162.3345184326172)"
relevant,thompsonshire,"(429.4599914550781, 160.2290496826172, 497.564208984375, 173.2545623779297)"
relevant,ca,"(500.19964599609375, 160.2290496826172, 513.3673706054688, 173.2545623779297)"
relevant,27249,"(516.0407104492188, 160.2290496826172, 542.4140625, 173.2545623779297)"
irrelevant,tel,"(413.6199951171875, 173.78904724121094, 429.4515686035156, 186.81455993652344)"
relevant,0017786402399x92092,"(433.17999267578125, 173.78904724121094, 542.4559326171875, 186.81455993652344)"
irrelevant,invoice,"(72.86399841308594, 298.0100402832031, 116.14038848876953, 314.5340270996094)"
irrelevant,no,"(118.94000244140625, 298.0100402832031, 139.42816162109375, 314.5340270996094)"
relevant,27978811,"(163.33999633789062, 297.9500427246094, 216.09193420410156, 314.43804931640625)"
irrelevant,date,"(383.8299865722656, 298.0100402832031, 414.8684997558594, 314.5340270996094)"
relevant,07,"(434.0199890136719, 297.9500427246094, 447.3999938964844, 314.43804931640625)"
relevant,february,"(450.7720031738281, 297.9500427246094, 502.1440124511719, 314.43804931640625)"
relevant,2019,"(505.37200927734375, 297.9500427246094, 532.0599975585938, 314.43804931640625)"
irrelevant,bill,"(72.86399841308594, 325.4900207519531, 91.53599548339844, 342.0140075683594)"
irrelevant,to,"(95.06400299072266, 325.4900207519531, 109.8600082397461, 342.0140075683594)"
relevant,richmondacevedo,"(163.33999633789062, 325.4300231933594, 268.15399169921875, 341.91802978515625)"
relevant,677,"(163.33999633789062, 344.66302490234375, 179.9134521484375, 358.3480529785156)"
relevant,sarah,"(182.7620086669922, 344.66302490234375, 209.4149932861328, 358.3480529785156)"
relevant,squares,"(166.00999450683594, 357.9830322265625, 203.1309356689453, 371.6680603027344)"
relevant,gregoryview,"(166.00999450683594, 371.4230041503906, 224.78396606445312, 385.1080322265625)"
relevant,tx,"(227.55284118652344, 371.4230041503906, 240.4012451171875, 385.1080322265625)"
relevant,79181,"(166.00999450683594, 384.8630065917969, 193.72869873046875, 398.54803466796875)"
irrelevant,item,"(74.18399810791016, 413.1964111328125, 104.42054748535156, 430.3813781738281)"
irrelevant,description,"(152.05999755859375, 413.1964111328125, 226.82272338867188, 430.3813781738281)"
irrelevant,price,"(366.6700134277344, 413.1964111328125, 398.2743835449219, 430.3813781738281)"
irrelevant,amount,"(481.8999938964844, 413.1964111328125, 533.270263671875, 430.3813781738281)"
relevant,1,"(80.06400299072266, 448.41400146484375, 87.00288391113281, 465.5615234375)"
relevant,versatile,"(153.02000427246094, 448.41400146484375, 201.56716918945312, 465.5615234375)"
relevant,optimizing,"(205.0615692138672, 448.41400146484375, 261.2964172363281, 465.5615234375)"
relevant,moderator,"(146.05999755859375, 462.81402587890625, 203.0811004638672, 479.9615173339844)"
relevant,52600,"(369.42999267578125, 448.41400146484375, 415.5700378417969, 465.5615234375)"
relevant,52600,"(483.2200012207031, 448.41400146484375, 526.862548828125, 465.5615234375)"
relevant,2,"(80.06400299072266, 486.093994140625, 87.00288391113281, 503.24151611328125)"
relevant,opensource,"(153.02000427246094, 486.093994140625, 225.36488342285156, 503.24151611328125)"
relevant,logistical,"(228.83432006835938, 486.093994140625, 276.5952453613281, 503.24151611328125)"
relevant,software,"(146.05999755859375, 500.4940185546875, 193.2843017578125, 517.6415405273438)"
relevant,41900,"(369.42999267578125, 486.093994140625, 415.5700378417969, 503.24151611328125)"
relevant,41900,"(483.2200012207031, 486.093994140625, 526.862548828125, 503.24151611328125)"
relevant,3,"(80.06400299072266, 523.7740478515625, 87.00288391113281, 540.9215698242188)"
relevant,profitfocused,"(153.02000427246094, 523.7740478515625, 230.1523895263672, 540.9215698242188)"
relevant,clientserver,"(233.64678955078125, 523.7740478515625, 301.64935302734375, 540.9215698242188)"
relevant,algorithm,"(146.05999755859375, 538.1740112304688, 197.45260620117188, 555.321533203125)"
relevant,28500,"(369.42999267578125, 523.7740478515625, 415.5700378417969, 540.9215698242188)"
relevant,57000,"(483.2200012207031, 523.7740478515625, 526.862548828125, 540.9215698242188)"
relevant,4,"(80.06400299072266, 561.4539794921875, 87.00288391113281, 578.6015014648438)"
relevant,networked,"(153.02000427246094, 561.4539794921875, 212.7242889404297, 578.6015014648438)"
irrelevant,human,"(216.21868896484375, 561.4539794921875, 258.7258605957031, 578.6015014648438)"
irrelevant,resource,"(146.05999755859375, 575.85400390625, 194.71951293945312, 593.0015258789062)"
relevant,function,"(198.18894958496094, 575.85400390625, 241.9438018798828, 593.0015258789062)"
relevant,36000,"(369.42999267578125, 561.4539794921875, 415.5700378417969, 578.6015014648438)"
relevant,36000,"(483.2200012207031, 561.4539794921875, 526.862548828125, 578.6015014648438)"
relevant,5,"(80.06400299072266, 599.1640014648438, 87.00288391113281, 616.3115234375)"
relevant,polarized,"(153.02000427246094, 599.1640014648438, 205.049072265625, 616.3115234375)"
relevant,interactive,"(208.54347229003906, 599.1640014648438, 265.4772033691406, 616.3115234375)"
relevant,servicedesk,"(146.05999755859375, 613.5640258789062, 216.27272033691406, 630.7115478515625)"
relevant,82100,"(369.42999267578125, 599.1640014648438, 415.5700378417969, 616.3115234375)"
relevant,82100,"(483.2200012207031, 599.1640014648438, 526.862548828125, 616.3115234375)"
irrelevant,total,"(357.30999755859375, 649.850830078125, 408.0812683105469, 676.7849731445312)"
relevant,26960,"(478.17999267578125, 672.86083984375, 530.7610473632812, 695.6639404296875)"
irrelevant,bank,"(78.98400115966797, 748.416015625, 109.68498992919922, 764.9400634765625)"
irrelevant,name,"(113.28511047363281, 748.416015625, 151.72384643554688, 764.9400634765625)"
irrelevant,bank,"(78.98400115966797, 770.3999633789062, 108.32400512695312, 786.9240112304688)"
irrelevant,account,"(111.70800018310547, 770.3999633789062, 163.70401000976562, 786.9240112304688)"
relevant,bank,"(183.2899932861328, 748.3560180664062, 210.73397827148438, 764.8440551757812)"
relevant,of,"(213.97398376464844, 748.3560180664062, 224.01797485351562, 764.8440551757812)"
relevant,america,"(227.3899688720703, 748.3560180664062, 271.35797119140625, 764.8440551757812)"
relevant,0123,"(183.2899932861328, 770.3399658203125, 209.97796630859375, 786.8280029296875)"
relevant,4567,"(213.34996032714844, 770.3399658203125, 240.0619354248047, 786.8280029296875)"
relevant,8901,"(243.3379364013672, 770.3399658203125, 270.02593994140625, 786.8280029296875)"
irrelevant,if,"(201.1699981689453, 56.613006591796875, 206.69886779785156, 70.29804992675781)"
irrelevant,you,"(211.85000610351562, 56.613006591796875, 227.95533752441406, 70.29804992675781)"
irrelevant,have,"(233.2100067138672, 56.613006591796875, 254.81326293945312, 70.29804992675781)"
irrelevant,any,"(260.0899963378906, 56.613006591796875, 276.10992431640625, 70.29804992675781)"
irrelevant,question,"(281.4700012207031, 56.613006591796875, 319.15863037109375, 70.29804992675781)"
irrelevant,please,"(324.42999267578125, 56.613006591796875, 353.8218994140625, 70.29804992675781)"
irrelevant,contact,"(358.989990234375, 56.613006591796875, 391.2504577636719, 70.29804992675781)"
relevant,supportreallygreatsitecom,"(237.88999938964844, 68.13302612304688, 362.6888427734375, 81.81806945800781)"
irrelevant,invoice,"(69.98400115966797, 208.81399536132812, 278.3858642578125, 275.4255065917969)"
relevant,patterson,"(438.94000244140625, 116.3407974243164, 518.9801635742188, 139.1439208984375)"
relevant,and,"(438.94000244140625, 135.42080688476562, 469.7926025390625, 158.22393798828125)"
relevant,sons,"(474.605712890625, 135.42080688476562, 516.867919921875, 158.22393798828125)"
relevant,06552,"(462.2200012207031, 168.26902770996094, 488.6028137207031, 181.29454040527344)"
relevant,moyer,"(491.2382507324219, 168.26902770996094, 517.6590576171875, 181.29454040527344)"
relevant,ports,"(520.2944946289062, 168.26902770996094, 542.4208374023438, 181.29454040527344)"
relevant,new,"(450.5799865722656, 179.1890106201172, 469.5400085449219, 192.2145233154297)"
relevant,james,"(472.1754455566406, 179.1890106201172, 502.8621826171875, 192.2145233154297)"
relevant,il,"(505.49761962890625, 179.1890106201172, 513.4039306640625, 192.2145233154297)"
relevant,38199,"(516.0393676757812, 179.1890106201172, 542.4221801757812, 192.2145233154297)"
irrelevant,tel,"(429.4599914550781, 192.74900817871094, 445.29156494140625, 205.77452087402344)"
relevant,3372407047x76459,"(449.0199890136719, 192.74900817871094, 542.3421630859375, 205.77452087402344)"
irrelevant,invoice,"(72.86399841308594, 298.0100402832031, 116.14038848876953, 314.5340270996094)"
irrelevant,no,"(118.94000244140625, 298.0100402832031, 139.42816162109375, 314.5340270996094)"
relevant,61532715,"(163.33999633789062, 297.9500427246094, 216.09193420410156, 314.43804931640625)"
irrelevant,date,"(383.8299865722656, 298.0100402832031, 414.8684997558594, 314.5340270996094)"
relevant,11,"(434.0199890136719, 297.9500427246094, 447.3999938964844, 314.43804931640625)"
relevant,october,"(450.7720031738281, 297.9500427246094, 496.7320251464844, 314.43804931640625)"
relevant,2019,"(500.0680236816406, 297.9500427246094, 526.7680053710938, 314.43804931640625)"
irrelevant,bill,"(72.86399841308594, 325.4900207519531, 91.53599548339844, 342.0140075683594)"
irrelevant,to,"(95.06400299072266, 325.4900207519531, 109.8600082397461, 342.0140075683594)"
relevant,randallgallegos,"(163.33999633789062, 325.4300231933594, 255.4939727783203, 341.91802978515625)"
relevant,4655,"(163.33999633789062, 344.66302490234375, 185.4512176513672, 358.3480529785156)"
relevant,roberts,"(188.28981018066406, 344.66302490234375, 223.2294921875, 358.3480529785156)"
relevant,ferry,"(166.00999450683594, 357.9830322265625, 189.3263397216797, 371.6680603027344)"
relevant,suite,"(192.14501953125, 357.9830322265625, 214.82394409179688, 371.6680603027344)"
relevant,633,"(217.5928192138672, 357.9830322265625, 234.25592041015625, 371.6680603027344)"
relevant,west,"(166.00999450683594, 371.4230041503906, 188.68890380859375, 385.1080322265625)"
relevant,cindy,"(191.45777893066406, 371.4230041503906, 219.74417114257812, 385.1080322265625)"
relevant,ga,"(222.51304626464844, 371.4230041503906, 237.04469299316406, 385.1080322265625)"
relevant,09668,"(166.00999450683594, 384.8630065917969, 193.72869873046875, 398.54803466796875)"
irrelevant,item,"(74.18399810791016, 413.1964111328125, 104.42054748535156, 430.3813781738281)"
irrelevant,description,"(152.05999755859375, 413.1964111328125, 226.82272338867188, 430.3813781738281)"
irrelevant,price,"(366.6700134277344, 413.1964111328125, 398.2743835449219, 430.3813781738281)"
irrelevant,amount,"(481.8999938964844, 413.1964111328125, 533.270263671875, 430.3813781738281)"
relevant,1,"(80.06400299072266, 448.41400146484375, 87.00288391113281, 465.5615234375)"
relevant,persevering,"(153.02000427246094, 448.41400146484375, 219.66317749023438, 465.5615234375)"
relevant,systemworthy,"(223.15757751464844, 448.41400146484375, 303.7210388183594, 465.5615234375)"
relevant,archive,"(146.05999755859375, 462.81402587890625, 186.33294677734375, 479.9615173339844)"
relevant,16500,"(369.42999267578125, 448.41400146484375, 415.5700378417969, 465.5615234375)"
relevant,16500,"(483.2200012207031, 448.41400146484375, 526.862548828125, 465.5615234375)"
irrelevant,total,"(357.30999755859375, 499.100830078125, 408.0812683105469, 526.0349731445312)"
relevant,1650,"(492.4599914550781, 503.0307922363281, 535.4493408203125, 525.8339233398438)"
irrelevant,bank,"(78.98400115966797, 580.0299682617188, 109.68498992919922, 596.5540161132812)"
irrelevant,name,"(113.28511047363281, 580.0299682617188, 151.72384643554688, 596.5540161132812)"
irrelevant,bank,"(78.98400115966797, 602.0199584960938, 108.32400512695312, 618.5440063476562)"
irrelevant,account,"(111.70800018310547, 602.0199584960938, 163.70401000976562, 618.5440063476562)"
relevant,bank,"(183.2899932861328, 579.969970703125, 210.73397827148438, 596.4580078125)"
relevant,of,"(213.97398376464844, 579.969970703125, 224.01797485351562, 596.4580078125)"
relevant,america,"(227.3899688720703, 579.969970703125, 271.35797119140625, 596.4580078125)"
relevant,0123,"(183.2899932861328, 601.9599609375, 209.97796630859375, 618.447998046875)"
relevant,4567,"(213.34996032714844, 601.9599609375, 240.0619354248047, 618.447998046875)"
relevant,8901,"(243.3379364013672, 601.9599609375, 270.02593994140625, 618.447998046875)"
irrelevant,if,"(201.1699981689453, 661.5130615234375, 206.69886779785156, 675.1980590820312)"
irrelevant,you,"(211.85000610351562, 661.5130615234375, 227.95533752441406, 675.1980590820312)"
irrelevant,have,"(233.2100067138672, 661.5130615234375, 254.81326293945312, 675.1980590820312)"
irrelevant,any,"(260.0899963378906, 661.5130615234375, 276.10992431640625, 675.1980590820312)"
irrelevant,question,"(281.4700012207031, 661.5130615234375, 319.15863037109375, 675.1980590820312)"
irrelevant,please,"(324.42999267578125, 661.5130615234375, 353.8218994140625, 675.1980590820312)"
irrelevant,contact,"(358.989990234375, 661.5130615234375, 391.2504577636719, 675.1980590820312)"
relevant,supportreallygreatsitecom,"(237.88999938964844, 673.032958984375, 362.6888427734375, 686.718017578125)"
irrelevant,invoice,"(69.98400115966797, 208.81399536132812, 278.3858642578125, 275.4255065917969)"
irrelevant,johnson,"(438.94000244140625, 116.3407974243164, 516.9653930664062, 139.1439208984375)"
irrelevant,harper,"(438.94000244140625, 135.42080688476562, 494.8105773925781, 158.22393798828125)"
relevant,1136,"(436.29998779296875, 168.26902770996094, 457.4108581542969, 181.29454040527344)"
relevant,lewis,"(460.0645446777344, 168.26902770996094, 484.3318786621094, 181.29454040527344)"
relevant,port,"(487.0519104003906, 168.26902770996094, 504.465576171875, 181.29454040527344)"
relevant,apt,"(507.0908203125, 168.26902770996094, 523.9830932617188, 181.29454040527344)"
relevant,398,"(526.63671875, 168.26902770996094, 542.4676513671875, 181.29454040527344)"
relevant,north,"(441.5799865722656, 179.1890106201172, 464.7301330566406, 192.2145233154297)"
relevant,susan,"(467.3655700683594, 179.1890106201172, 496.9810485839844, 192.2145233154297)"
relevant,ok,"(499.6164855957031, 179.1890106201172, 513.3150634765625, 192.2145233154297)"
relevant,71825,"(515.9505004882812, 179.1890106201172, 542.3238525390625, 192.2145233154297)"
irrelevant,tel,"(418.6600036621094, 192.74900817871094, 434.4915771484375, 205.77452087402344)"
relevant,10005087098x35354,"(438.2200012207031, 192.74900817871094, 542.4653930664062, 205.77452087402344)"
irrelevant,invoice,"(72.86399841308594, 298.0100402832031, 116.14038848876953, 314.5340270996094)"
irrelevant,no,"(118.94000244140625, 298.0100402832031, 139.42816162109375, 314.5340270996094)"
relevant,26749491,"(163.33999633789062, 297.9500427246094, 216.09193420410156, 314.43804931640625)"
irrelevant,date,"(383.8299865722656, 298.0100402832031, 414.8684997558594, 314.5340270996094)"
relevant,05,"(434.0199890136719, 297.9500427246094, 447.3999938964844, 314.43804931640625)"
relevant,november,"(450.7720031738281, 297.9500427246094, 509.4400329589844, 314.43804931640625)"
relevant,2021,"(512.7760620117188, 297.9500427246094, 539.3680419921875, 314.43804931640625)"
irrelevant,bill,"(72.86399841308594, 325.4900207519531, 91.53599548339844, 342.0140075683594)"
irrelevant,to,"(95.06400299072266, 325.4900207519531, 109.8600082397461, 342.0140075683594)"
relevant,harrison,"(163.33999633789062, 325.4300231933594, 212.02398681640625, 341.91802978515625)"
relevant,jackson,"(215.39598083496094, 325.4300231933594, 259.3759765625, 341.91802978515625)"
relevant,and,"(262.74798583984375, 325.4300231933594, 282.7519836425781, 341.91802978515625)"
relevant,keller,"(163.33999633789062, 339.2300109863281, 194.0599822998047, 355.718017578125)"
relevant,4359,"(163.33999633789062, 356.0630187988281, 185.4512176513672, 369.748046875)"
relevant,darryl,"(188.28981018066406, 356.0630187988281, 214.95272827148438, 369.748046875)"
relevant,extensions,"(166.00999450683594, 369.3830261230469, 214.7642059326172, 383.06805419921875)"
relevant,fernandezport,"(166.00999450683594, 382.8230285644531, 233.6483612060547, 396.508056640625)"
relevant,co,"(166.00999450683594, 396.2630310058594, 180.9499969482422, 409.94805908203125)"
relevant,21693,"(183.7686767578125, 396.2630310058594, 211.50730895996094, 409.94805908203125)"
irrelevant,item,"(74.18399810791016, 424.5964050292969, 104.42054748535156, 441.7813720703125)"
irrelevant,description,"(152.05999755859375, 424.5964050292969, 226.82272338867188, 441.7813720703125)"
irrelevant,price,"(366.6700134277344, 424.5964050292969, 398.2743835449219, 441.7813720703125)"
irrelevant,amount,"(481.8999938964844, 424.5964050292969, 533.270263671875, 441.7813720703125)"
relevant,1,"(80.06400299072266, 459.81402587890625, 87.00288391113281, 476.9615173339844)"
relevant,advanced,"(153.02000427246094, 459.81402587890625, 208.51853942871094, 476.9615173339844)"
relevant,demanddriven,"(211.98797607421875, 459.81402587890625, 295.45062255859375, 476.9615173339844)"
relevant,attitude,"(146.05999755859375, 474.2139892578125, 187.04428100585938, 491.36151123046875)"
relevant,82100,"(369.42999267578125, 459.81402587890625, 415.5700378417969, 476.9615173339844)"
relevant,82100,"(483.2200012207031, 459.81402587890625, 526.862548828125, 476.9615173339844)"
relevant,2,"(80.06400299072266, 497.4940185546875, 87.00288391113281, 514.6415405273438)"
relevant,reverseengineered,"(153.02000427246094, 497.4940185546875, 266.3597106933594, 514.6415405273438)"
irrelevant,zero,"(269.7542724609375, 497.4940185546875, 298.3458557128906, 514.6415405273438)"
irrelevant,defect,"(146.05999755859375, 511.89404296875, 180.08045959472656, 529.0415649414062)"
relevant,throughput,"(183.57485961914062, 511.89404296875, 243.3789825439453, 529.0415649414062)"
relevant,54000,"(369.42999267578125, 497.4940185546875, 415.5700378417969, 514.6415405273438)"
relevant,54000,"(483.2200012207031, 497.4940185546875, 526.862548828125, 514.6415405273438)"
irrelevant,total,"(357.30999755859375, 548.1807861328125, 408.0812683105469, 575.1149291992188)"
relevant,13610,"(478.17999267578125, 571.0708618164062, 530.7610473632812, 593.8739624023438)"
irrelevant,bank,"(78.98400115966797, 646.7799682617188, 109.68498992919922, 663.3040161132812)"
irrelevant,name,"(113.28511047363281, 646.7799682617188, 151.72384643554688, 663.3040161132812)"
irrelevant,bank,"(78.98400115966797, 668.739990234375, 108.32400512695312, 685.2640380859375)"
irrelevant,account,"(111.70800018310547, 668.739990234375, 163.70401000976562, 685.2640380859375)"
relevant,bank,"(183.2899932861328, 646.719970703125, 210.73397827148438, 663.2080078125)"
relevant,of,"(213.97398376464844, 646.719970703125, 224.01797485351562, 663.2080078125)"
relevant,america,"(227.3899688720703, 646.719970703125, 271.35797119140625, 663.2080078125)"
relevant,0123,"(183.2899932861328, 668.6799926757812, 209.97796630859375, 685.1680297851562)"
relevant,4567,"(213.34996032714844, 668.6799926757812, 240.0619354248047, 685.1680297851562)"
relevant,8901,"(243.3379364013672, 668.6799926757812, 270.02593994140625, 685.1680297851562)"
irrelevant,if,"(201.1699981689453, 728.2330322265625, 206.69886779785156, 741.9180297851562)"
irrelevant,you,"(211.85000610351562, 728.2330322265625, 227.95533752441406, 741.9180297851562)"
irrelevant,have,"(233.2100067138672, 728.2330322265625, 254.81326293945312, 741.9180297851562)"
irrelevant,any,"(260.0899963378906, 728.2330322265625, 276.10992431640625, 741.9180297851562)"
irrelevant,question,"(281.4700012207031, 728.2330322265625, 319.15863037109375, 741.9180297851562)"
irrelevant,please,"(324.42999267578125, 728.2330322265625, 353.8218994140625, 741.9180297851562)"
irrelevant,contact,"(358.989990234375, 728.2330322265625, 391.2504577636719, 741.9180297851562)"
relevant,supportreallygreatsitecom,"(237.88999938964844, 739.7490234375, 362.6888427734375, 753.4340209960938)"
irrelevant,invoice,"(69.98400115966797, 208.81399536132812, 278.3858642578125, 275.4255065917969)"
relevant,decker,"(438.94000244140625, 116.3407974243164, 501.58013916015625, 139.1439208984375)"
relevant,duke,"(506.3932800292969, 116.3407974243164, 548.7593383789062, 139.1439208984375)"
relevant,and,"(438.94000244140625, 135.42080688476562, 469.7926025390625, 158.22393798828125)"
relevant,carter,"(474.605712890625, 135.42080688476562, 525.6458129882812, 158.22393798828125)"
relevant,76684,"(450.1000061035156, 168.26902770996094, 476.4828186035156, 181.29454040527344)"
relevant,debbie,"(479.1182556152344, 168.26902770996094, 509.2267150878906, 181.29454040527344)"
relevant,stream,"(511.8621520996094, 168.26902770996094, 542.4256591796875, 181.29454040527344)"
relevant,north,"(419.9800109863281, 179.1890106201172, 443.1301574707031, 192.2145233154297)"
relevant,debrahaven,"(445.7655944824219, 179.1890106201172, 500.09539794921875, 192.2145233154297)"
relevant,mi,"(502.7308349609375, 179.1890106201172, 513.3010864257812, 192.2145233154297)"
relevant,89909,"(515.9365234375, 179.1890106201172, 542.3193359375, 192.2145233154297)"
irrelevant,tel,"(440.0199890136719, 192.74900817871094, 455.8515625, 205.77452087402344)"
relevant,0529443878x361,"(459.5799865722656, 192.74900817871094, 542.3319702148438, 205.77452087402344)"
irrelevant,invoice,"(72.86399841308594, 298.0100402832031, 116.14038848876953, 314.5340270996094)"
irrelevant,no,"(118.94000244140625, 298.0100402832031, 139.42816162109375, 314.5340270996094)"
relevant,73078074,"(163.33999633789062, 297.9500427246094, 216.09193420410156, 314.43804931640625)"
irrelevant,date,"(383.8299865722656, 298.0100402832031, 414.8684997558594, 314.5340270996094)"
